model,loss,Replacement,Submodels,Ensemble,Sessions,Trials,Voting
model_name,0.6242436766624451,False,16,average,256,50,median
model_name,0.6242437362670898,False,16,average,256,50,median
model_name,0.6242436766624451,False,16,average,256,50,median
model_name,0.6242437362670898,False,16,average,256,50,median
model_name,0.6242437362670898,False,16,average,256,50,median
model_name,0.6242437362670898,False,16,average,256,50,median
model_name,0.5950368642807007,False,16,average,256,100,median
model_name,0.5950368642807007,False,16,average,256,100,median
model_name,0.5950368642807007,False,16,average,256,100,median
model_name,0.5950368642807007,False,16,average,256,100,median
model_name,0.5950368046760559,False,16,average,256,100,median
model_name,0.5950369238853455,False,16,average,256,100,median
model_name,0.5950368642807007,False,16,average,256,100,median
model_name,0.5950368046760559,False,16,average,256,100,median
model_name,0.5950368642807007,False,16,average,256,100,median
model_name,0.5950368642807007,False,16,average,256,100,median
model_name,0.5972659587860107,FALSE,16,average,256,100,median
model_name,0.5972659587860107,FALSE,16,average,256,100,median
model_name,0.5972660183906555,FALSE,16,average,256,100,median
model_name,0.5972660183906555,FALSE,16,average,256,100,median
model_name,0.5972659587860107,FALSE,16,average,256,100,median
model_name,0.5972660183906555,FALSE,16,average,256,100,median
model_name,0.5972659587860107,FALSE,16,average,256,100,median
model_name,0.5972659587860107,FALSE,16,average,256,100,median
model_name,0.5972659587860107,FALSE,16,average,256,100,median
model_name,0.5972660183906555,FALSE,16,average,256,100,median
