,reg_method,weight,loss,forget_rate,xQf,alpha,xQr,correlated_update,perseveration_bias,xH,beta,sindy_beta
317,2nd_approach,0.0005179474679231213,0.5726858,0.0,0.986 xQf[k],0.25,0.852 xQr[k] + 0.157 cr[k],False,0.0,0.996 xH[k],3.0,2.9650731086730957
318,2nd_approach,0.0005179474679231213,0.5606827,0.0,0.968 xQf[k],0.25,0.052 1 + 0.823 xQr[k] + 0.122 cr[k],False,0.0,1.010 xH[k],3.0,4.045107364654541
319,2nd_approach,0.0005179474679231213,0.5571101,0.0,0.976 xQf[k],0.25,0.828 xQr[k] + 0.180 cr[k],False,0.0,1.017 xH[k],3.0,2.7122137546539307
320,2nd_approach,0.0006866488450042998,0.5633851,0.0,1.027 xQf[k],0.25,0.807 xQr[k] + 0.198 cr[k],False,0.0,1.011 xH[k],3.0,2.4015111923217773
321,2nd_approach,0.0006866488450042998,0.5454009,0.0,0.988 xQf[k],0.25,0.852 xQr[k] + 0.157 cr[k],False,0.0,0.985 xH[k],3.0,2.9547855854034424
322,2nd_approach,0.0006866488450042998,0.5740433,0.0,0.980 xQf[k],0.25,0.835 xQr[k] + 0.165 cr[k],False,0.0,1.012 xH[k],3.0,2.689983367919922
323,2nd_approach,0.0006866488450042998,0.5635599,0.0,0.971 xQf[k],0.25,0.052 1 + 0.819 xQr[k] + 0.127 cr[k],False,0.0,1.013 xH[k],3.0,3.007631301879883
324,2nd_approach,0.0006866488450042998,0.5830467,0.0,0.988 xQf[k],0.25,0.854 xQr[k] + 0.157 cr[k],False,0.0,0.999 xH[k],3.0,2.9713761806488037
325,2nd_approach,0.0006866488450042998,0.5764073,0.0,0.978 xQf[k],0.25,0.839 xQr[k] + 0.157 cr[k],False,0.0,1.000 xH[k],3.0,2.5721170902252197
326,2nd_approach,0.0006866488450042998,0.5558258,0.0,0.956 xQf[k],0.25,0.855 xQr[k] + 0.146 cr[k],False,0.0,0.992 xH[k],3.0,3.0260939598083496
327,2nd_approach,0.0006866488450042998,0.5614303,0.0,0.972 xQf[k],0.25,0.857 xQr[k] + 0.148 cr[k],False,0.0,1.014 xH[k],3.0,2.900599241256714
328,2nd_approach,0.0006866488450042998,0.5696362,0.0,1.002 xQf[k],0.25,0.869 xQr[k] + 0.136 cr[k],False,0.0,1.015 xH[k],3.0,3.5056796073913574
329,2nd_approach,0.0006866488450042998,0.564989,0.0,0.992 xQf[k],0.25,0.844 xQr[k] + 0.139 cr[k],False,0.0,1.004 xH[k],3.0,3.444505453109741
330,2nd_approach,0.0006866488450042998,0.5758077,0.0,0.973 xQf[k],0.25,0.886 xQr[k] + 0.129 cr[k],False,0.0,0.993 xH[k],3.0,3.2885894775390625
331,2nd_approach,0.0006866488450042998,0.5756938,0.0,0.970 xQf[k],0.25,0.858 xQr[k] + 0.147 cr[k],False,0.0,1.012 xH[k],3.0,3.3186941146850586
332,2nd_approach,0.0006866488450042998,0.5812039,0.0,0.959 xQf[k],0.25,0.840 xQr[k] + 0.163 cr[k],False,0.0,1.013 xH[k],3.0,2.7149224281311035
333,2nd_approach,0.0006866488450042998,0.5596346,0.0,0.973 xQf[k],0.25,0.853 xQr[k] + 0.161 cr[k],False,0.0,0.997 xH[k],3.0,3.1450421810150146
334,2nd_approach,0.0006866488450042998,0.5678243,0.0,0.970 xQf[k],0.25,0.867 xQr[k] + 0.129 cr[k],False,0.0,1.015 xH[k],3.0,3.5460121631622314
335,2nd_approach,0.0006866488450042998,0.5887296,0.0,0.969 xQf[k],0.25,0.808 xQr[k] + 0.193 cr[k],False,0.0,1.009 xH[k],3.0,2.2829718589782715
336,2nd_approach,0.0006866488450042998,0.5543296,0.0,0.990 xQf[k],0.25,0.838 xQr[k] + 0.168 cr[k],False,0.0,1.006 xH[k],3.0,2.573263645172119
337,2nd_approach,0.0006866488450042998,0.5691737,0.0,0.850 xQf[k],0.25,0.839 xQr[k] + 0.169 cr[k],False,0.0,1.005 xH[k],3.0,2.7480103969573975
338,2nd_approach,0.0006866488450042998,0.551841,0.0,0.960 xQf[k],0.25,0.805 xQr[k] + 0.199 cr[k],False,0.0,1.017 xH[k],3.0,2.4494454860687256
339,2nd_approach,0.0006866488450042998,0.5658963,0.0,0.985 xQf[k],0.25,0.040 1 + 0.817 xQr[k] + 0.144 cr[k],False,0.0,1.006 xH[k],3.0,3.267669200897217
